provinsi,tahun,pulau,latitude,longitude,nilai_output_mikro,nilai_output_kecil,perusahaan_mikro,perusahaan_kecil,jumlah_perusahaan,tenaga_kerja_mikro,tenaga_kerja_kecil,jumlah_tenaga_kerja,cluster_raw,cluster,kategori_cluster,Kategori_Cluster,nilai_output,cluster_id
JAWA TIMUR,2020,Jawa,-7.536068,112.238425,48309789.0,29701905.0,720250.0,108232.0,828482.0,1345443.0,1089835.0,2435278.0,2,3,Cluster 3: Sangat Tinggi (Mikro Dominan),Cluster 3: Raksasa IMK (Mikro Dominan),78011694.0,1
PAPUA,2020,Maluku & Papua,-4.269928,138.080353,1792244.0,250442.0,11812.0,282.0,12094.0,22247.0,1857.0,24104.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2042686.0,0
SULAWESI TENGGARA,2020,Sulawesi,-4.14576,122.174605,3868730.0,629979.0,44620.0,968.0,45588.0,85924.0,6894.0,92818.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),4498709.0,0
MALUKU,2020,Maluku & Papua,-3.238929,130.145295,1095383.0,184308.0,21890.0,311.0,22201.0,30981.0,1907.0,32888.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),1279691.0,0
JAWA TENGAH,2020,Jawa,-7.150975,110.140259,51961225.0,31725659.0,831652.0,66510.0,898162.0,1459752.0,591780.0,2051532.0,1,2,Cluster 2: Sedang / Potensial,Cluster 2: Produktivitas IMK Sedang,83686884.0,1
LAMPUNG,2020,Sumatera,-4.557573,105.406811,7389456.0,3570244.0,84452.0,4074.0,88526.0,166382.0,26919.0,193301.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,10959700.0,2
JAMBI,2020,Sumatera,-1.612129,103.611496,2106224.0,664736.0,25254.0,831.0,26085.0,42643.0,5455.0,48098.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2770960.0,0
PAPUA TENGAH,2020,Maluku & Papua,-4.0,136.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),0.0,0
SULAWESI BARAT,2020,Sulawesi,-2.840676,119.23247,772331.0,269933.0,25221.0,671.0,25892.0,45170.0,4353.0,49523.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),1042264.0,0
ACEH,2020,Sumatera,4.695135,96.749397,6534833.0,2318969.0,100728.0,2572.0,103300.0,159683.0,17602.0,177285.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,8853802.0,2
SULAWESI UTARA,2020,Sulawesi,0.627019,123.975107,3269830.0,782960.0,35727.0,1384.0,37111.0,59419.0,9249.0,68668.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),4052790.0,0
NUSA TENGGARA TIMUR,2020,Bali & Nusa Tenggara,-8.657384,121.079107,3227113.0,504299.0,135051.0,1003.0,136054.0,212530.0,8236.0,220766.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,3731412.0,2
LAMPUNG,2021,Sumatera,-4.557573,105.406811,10221503.0,877427.0,82805.0,1219.0,84024.0,168992.0,9634.0,178626.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,11098930.0,0
MALUKU UTARA,2021,Maluku & Papua,1.570696,127.808189,1452459.0,140721.0,15857.0,288.0,16145.0,27003.0,2065.0,29068.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),1593180.0,2
SULAWESI TENGGARA,2021,Sulawesi,-4.14576,122.174605,4297825.0,89457.0,54713.0,172.0,54885.0,103711.0,1353.0,105064.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),4387282.0,2
PAPUA TENGAH,2021,Maluku & Papua,-4.0,136.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),0.0,2
ACEH,2021,Sumatera,4.695135,96.749397,9484031.0,1336072.0,111920.0,1372.0,113292.0,180314.0,10200.0,190514.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,10820103.0,0
DI YOGYAKARTA,2021,Jawa,-7.873783,110.425706,7191708.0,1553303.0,103559.0,4332.0,107891.0,192172.0,29497.0,221669.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,8745011.0,0
GORONTALO,2021,Sulawesi,0.699526,122.446341,1662769.0,143101.0,25632.0,129.0,25761.0,44844.0,872.0,45716.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),1805870.0,2
DKI JAKARTA,2021,Jawa,-6.211544,106.845172,13719524.0,7215669.0,54029.0,8079.0,62108.0,114075.0,64397.0,178472.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,20935193.0,0
PAPUA SELATAN,2021,Maluku & Papua,-6.75,140.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),0.0,2
PAPUA PEGUNUNGAN,2021,Maluku & Papua,-4.5,138.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),0.0,2
MALUKU,2021,Maluku & Papua,-3.238929,130.145295,2298999.0,33639.0,35253.0,111.0,35364.0,53257.0,639.0,53896.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2332638.0,2
KEP. BANGKA BELITUNG,2021,Sumatera,-2.741051,106.440903,1849480.0,433044.0,18578.0,574.0,19152.0,32019.0,4776.0,36795.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2282524.0,2
JAMBI,2021,Sumatera,-1.612129,103.611496,3362552.0,404920.0,28754.0,630.0,29384.0,51657.0,5509.0,57166.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),3767472.0,2
JAWA BARAT,2021,Jawa,-7.090911,107.668887,71596969.0,29442825.0,592791.0,29434.0,622225.0,1143234.0,248254.0,1391488.0,1,2,Cluster 2: Sedang / Potensial,Cluster 2: Produktivitas IMK Sedang,101039794.0,3
JAWA TENGAH,2021,Jawa,-7.150975,110.140259,79084398.0,29641264.0,808293.0,47195.0,855488.0,1505023.0,370535.0,1875558.0,1,2,Cluster 2: Sedang / Potensial,Cluster 2: Produktivitas IMK Sedang,108725662.0,1
NUSA TENGGARA TIMUR,2021,Bali & Nusa Tenggara,-8.657384,121.079107,5482581.0,212543.0,155871.0,434.0,156305.0,247135.0,4325.0,251460.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,5695124.0,0
PAPUA BARAT,2021,Maluku & Papua,-1.336246,133.174595,894059.0,93220.0,5992.0,77.0,6069.0,10895.0,526.0,11421.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),987279.0,2
PAPUA,2021,Maluku & Papua,-4.269928,138.080353,1917885.0,124474.0,15941.0,168.0,16109.0,28112.0,1115.0,29227.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2042359.0,2
JAWA TIMUR,2021,Jawa,-7.536068,112.238425,65701394.0,18918048.0,681442.0,80573.0,762015.0,1332360.0,771832.0,2104192.0,2,3,Cluster 3: Sangat Tinggi (Mikro Dominan),Cluster 3: Raksasa IMK (Mikro Dominan),84619442.0,1
KALIMANTAN BARAT,2021,Kalimantan,-0.138716,109.332657,3801972.0,737739.0,39480.0,557.0,40037.0,73469.0,4689.0,78158.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),4539711.0,2
PAPUA BARAT DAYA,2021,Maluku & Papua,-1.8,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),0.0,2
SULAWESI UTARA,2021,Sulawesi,0.627019,123.975107,4012317.0,1452943.0,52678.0,625.0,53303.0,96307.0,5439.0,101746.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),5465260.0,2
KALIMANTAN UTARA,2021,Kalimantan,3.073798,116.041703,635649.0,53400.0,6224.0,58.0,6282.0,11395.0,403.0,11798.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),689049.0,2
SULAWESI SELATAN,2021,Sulawesi,-3.665354,119.97248,9778556.0,1340652.0,121537.0,1343.0,122880.0,213356.0,10634.0,223990.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,11119208.0,0
SUMATERA BARAT,2021,Sumatera,-0.739864,100.800018,10144001.0,1544626.0,94090.0,2543.0,96633.0,167048.0,18160.0,185208.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,11688627.0,0
SULAWESI BARAT,2021,Sulawesi,-2.840676,119.23247,2164732.0,31975.0,23720.0,115.0,23835.0,42375.0,656.0,43031.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2196707.0,2
SUMATERA UTARA,2021,Sumatera,2.11583,99.538753,13787929.0,6370598.0,126732.0,5650.0,132382.0,233331.0,47200.0,280531.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,20158527.0,0
BALI,2021,Bali & Nusa Tenggara,-8.340539,115.091949,9200624.0,2438727.0,146025.0,2301.0,148326.0,227768.0,16885.0,244653.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,11639351.0,0
KALIMANTAN SELATAN,2021,Kalimantan,-3.093082,115.283366,3386713.0,2452353.0,55968.0,1107.0,57075.0,90064.0,8983.0,99047.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),5839066.0,2
KALIMANTAN TIMUR,2021,Kalimantan,1.681488,116.419389,2696758.0,380475.0,26156.0,446.0,26602.0,47201.0,3076.0,50277.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),3077233.0,2
NUSA TENGGARA BARAT,2021,Bali & Nusa Tenggara,-8.652406,117.361649,6190551.0,4054279.0,97704.0,9271.0,106975.0,152198.0,106508.0,258706.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,10244830.0,0
KALIMANTAN TENGAH,2021,Kalimantan,-1.681488,113.382355,2395249.0,393737.0,25584.0,423.0,26007.0,42870.0,2871.0,45741.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2788986.0,2
SULAWESI TENGAH,2021,Sulawesi,-1.430318,121.445017,5980340.0,214029.0,87511.0,1004.0,88515.0,197181.0,5467.0,202648.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,6194369.0,0
SUMATERA SELATAN,2021,Sumatera,-3.319009,103.914399,9325171.0,1056821.0,77494.0,1621.0,79115.0,141794.0,11608.0,153402.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,10381992.0,0
BANTEN,2021,Jawa,-6.405876,106.102921,11694287.0,2921544.0,100260.0,3568.0,103828.0,174856.0,27816.0,202672.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,14615831.0,0
KEP. RIAU,2021,Sumatera,3.945398,108.142571,1910478.0,136267.0,17878.0,147.0,18025.0,29300.0,1044.0,30344.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2046745.0,2
RIAU,2021,Sumatera,0.293491,101.706513,5345145.0,533755.0,44976.0,819.0,45795.0,88301.0,6447.0,94748.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),5878900.0,2
BENGKULU,2021,Sumatera,-3.79313,102.265808,2267316.0,115919.0,20636.0,220.0,20856.0,40937.0,1328.0,42265.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2383235.0,2
KEP. RIAU,2022,Sumatera,3.945398,108.142571,1785495.0,320809.0,16926.0,113.0,17039.0,25474.0,742.0,26216.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2106304.0,0
BALI,2022,Bali & Nusa Tenggara,-8.340539,115.091949,12658405.0,1847639.0,148133.0,2333.0,150466.0,237668.0,16152.0,253820.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,14506044.0,2
ACEH,2022,Sumatera,4.695135,96.749397,6974279.0,443587.0,108050.0,448.0,108498.0,174367.0,3318.0,177685.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,7417866.0,2
BANTEN,2022,Jawa,-6.405876,106.102921,13736122.0,8816917.0,97303.0,5056.0,102359.0,181734.0,38475.0,220209.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,22553039.0,2
SULAWESI BARAT,2022,Sulawesi,-2.840676,119.23247,1708161.0,178855.0,27456.0,436.0,27892.0,48217.0,2698.0,50915.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),1887016.0,0
KALIMANTAN TIMUR,2022,Kalimantan,1.681488,116.419389,3751603.0,1049200.0,25688.0,536.0,26224.0,45967.0,3754.0,49721.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),4800803.0,0
SUMATERA SELATAN,2022,Sumatera,-3.319009,103.914399,7151741.0,1062491.0,72707.0,1349.0,74056.0,136340.0,11085.0,147425.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,8214232.0,2
LAMPUNG,2022,Sumatera,-4.557573,105.406811,11220608.0,1071839.0,82715.0,1818.0,84533.0,163665.0,13256.0,176921.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,12292447.0,2
DI YOGYAKARTA,2022,Jawa,-7.873783,110.425706,8201650.0,2581306.0,120731.0,2841.0,123572.0,216773.0,21899.0,238672.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,10782956.0,2
PAPUA TENGAH,2022,Maluku & Papua,-4.0,136.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),0.0,0
GORONTALO,2022,Sulawesi,0.699526,122.446341,2194482.0,305405.0,30542.0,561.0,31103.0,60734.0,3683.0,64417.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2499887.0,0
DKI JAKARTA,2022,Jawa,-6.211544,106.845172,12107381.0,9346178.0,45051.0,10112.0,55163.0,98273.0,76692.0,174965.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,21453559.0,2
JAMBI,2022,Sumatera,-1.612129,103.611496,4718844.0,391592.0,32656.0,339.0,32995.0,61813.0,2991.0,64804.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),5110436.0,0
JAWA BARAT,2022,Jawa,-7.090911,107.668887,76995188.0,40613529.0,632921.0,34874.0,667795.0,1224823.0,292741.0,1517564.0,1,2,Cluster 2: Sedang / Potensial,Cluster 2: Produktivitas IMK Sedang,117608717.0,3
PAPUA SELATAN,2022,Maluku & Papua,-6.75,140.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),0.0,0
PAPUA PEGUNUNGAN,2022,Maluku & Papua,-4.5,138.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),0.0,0
PAPUA,2022,Maluku & Papua,-4.269928,138.080353,1867379.0,562601.0,14174.0,330.0,14504.0,29488.0,1948.0,31436.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2429980.0,0
JAWA TENGAH,2022,Jawa,-7.150975,110.140259,69171518.0,22598012.0,856144.0,35964.0,892108.0,1466155.0,269449.0,1735604.0,1,2,Cluster 2: Sedang / Potensial,Cluster 2: Produktivitas IMK Sedang,91769530.0,1
KALIMANTAN BARAT,2022,Kalimantan,-0.138716,109.332657,4130505.0,370816.0,38561.0,563.0,39124.0,65815.0,3698.0,69513.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),4501321.0,0
NUSA TENGGARA TIMUR,2022,Bali & Nusa Tenggara,-8.657384,121.079107,4882365.0,131760.0,166792.0,1210.0,168002.0,276960.0,7539.0,284499.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,5014125.0,2
SULAWESI TENGGARA,2022,Sulawesi,-4.14576,122.174605,3711205.0,59502.0,44220.0,233.0,44453.0,81309.0,1361.0,82670.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),3770707.0,0
SULAWESI UTARA,2022,Sulawesi,0.627019,123.975107,4315416.0,45449.0,44214.0,94.0,44308.0,77944.0,699.0,78643.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),4360865.0,0
PAPUA BARAT DAYA,2022,Maluku & Papua,-1.8,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),0.0,0
PAPUA BARAT,2022,Maluku & Papua,-1.336246,133.174595,991710.0,151956.0,6118.0,155.0,6273.0,11377.0,1045.0,12422.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),1143666.0,0
JAWA TIMUR,2022,Jawa,-7.536068,112.238425,66390322.0,25980047.0,782131.0,92366.0,874497.0,1483029.0,955741.0,2438770.0,2,3,Cluster 3: Sangat Tinggi (Mikro Dominan),Cluster 3: Raksasa IMK (Mikro Dominan),92370369.0,1
MALUKU,2022,Maluku & Papua,-3.238929,130.145295,1901775.0,239172.0,33406.0,207.0,33613.0,54945.0,1314.0,56259.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2140947.0,0
KEP. BANGKA BELITUNG,2022,Sumatera,-2.741051,106.440903,2708620.0,355203.0,18756.0,423.0,19179.0,33966.0,3331.0,37297.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),3063823.0,0
SULAWESI TENGAH,2022,Sulawesi,-1.430318,121.445017,5806346.0,409995.0,86280.0,2299.0,88579.0,191404.0,17615.0,209019.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,6216341.0,2
SUMATERA UTARA,2022,Sumatera,2.11583,99.538753,13938211.0,1701086.0,117806.0,3108.0,120914.0,214261.0,25571.0,239832.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,15639297.0,2
SUMATERA BARAT,2022,Sumatera,-0.739864,100.800018,10435955.0,1905108.0,86129.0,1755.0,87884.0,141852.0,14694.0,156546.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,12341063.0,2
KALIMANTAN UTARA,2022,Kalimantan,3.073798,116.041703,829871.0,88160.0,5221.0,133.0,5354.0,9312.0,882.0,10194.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),918031.0,0
KALIMANTAN TENGAH,2022,Kalimantan,-1.681488,113.382355,2387546.0,522666.0,23359.0,593.0,23952.0,37304.0,5152.0,42456.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),2910212.0,0
SULAWESI SELATAN,2022,Sulawesi,-3.665354,119.97248,11893015.0,4216692.0,127221.0,2458.0,129679.0,213998.0,19909.0,233907.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,16109707.0,2
KALIMANTAN SELATAN,2022,Kalimantan,-3.093082,115.283366,3531628.0,1153205.0,53646.0,882.0,54528.0,84205.0,6744.0,90949.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),4684833.0,0
BENGKULU,2022,Sumatera,-3.79313,102.265808,3091741.0,368648.0,18435.0,354.0,18789.0,34880.0,2821.0,37701.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),3460389.0,0
RIAU,2022,Sumatera,0.293491,101.706513,6130320.0,1663818.0,44623.0,1863.0,46486.0,83523.0,14162.0,97685.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),7794138.0,0
NUSA TENGGARA BARAT,2022,Bali & Nusa Tenggara,-8.652406,117.361649,5586067.0,2228341.0,98777.0,10450.0,109227.0,161359.0,117674.0,279033.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,7814408.0,2
MALUKU UTARA,2022,Maluku & Papua,1.570696,127.808189,1397580.0,411206.0,15977.0,103.0,16080.0,28008.0,1002.0,29010.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),1808786.0,0
SULAWESI UTARA,2023,Sulawesi,0.627019,123.975107,3545825.0,375045.0,59112.0,1849.0,60961.0,101403.0,12593.0,113996.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),3920870.0,0
SULAWESI TENGGARA,2023,Sulawesi,-4.14576,122.174605,4570758.0,659691.0,47415.0,1738.0,49153.0,93082.0,10877.0,103959.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),5230449.0,0
SUMATERA UTARA,2023,Sumatera,2.11583,99.538753,11334254.0,3744842.0,119539.0,7368.0,126907.0,211161.0,53998.0,265159.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,15079096.0,3
SUMATERA SELATAN,2023,Sumatera,-3.319009,103.914399,9582740.0,1627565.0,75282.0,1934.0,77216.0,133137.0,13824.0,146961.0,3,1,Cluster 1: Rendah / Berkembang,Cluster 1: Produktivitas IMK Rendah,11210305.0,3
MALUKU UTARA,2023,Maluku & Papua,1.570696,127.808189,1322265.0,264553.0,17016.0,322.0,17338.0,28976.0,2214.0,31190.0,0,0,Cluster 0: Super Masif (Kecil Dominan),Cluster 0: Raksasa IMK (Kecil Dominan),1586818.0,0
